Epoch,MSE Loss
0,0.26740139722824097
1,0.23210589587688446
2,0.20662850141525269
3,0.18563804030418396
4,0.16629046201705933
5,0.14749182760715485
6,0.12933513522148132
7,0.11240602284669876
8,0.09725916385650635
9,0.0841175839304924
10,0.07285090535879135
11,0.0631769448518753
12,0.05486875772476196
13,0.04779602959752083
14,0.04186028614640236
15,0.03693185746669769
16,0.03286490961909294
17,0.029521360993385315
18,0.0267817173153162
19,0.024562669917941093
20,0.02281132899224758
21,0.02147894911468029
22,0.020498042926192284
23,0.019806670024991035
24,0.01934974454343319
25,0.019070617854595184
26,0.018905965611338615
27,0.018787682056427002
28,0.01866375468671322
29,0.018513735383749008
30,0.018333785235881805
31,0.01811789721250534
32,0.017860721796751022
33,0.017569897696375847
34,0.01726410537958145
35,0.016959557309746742
36,0.01666427031159401
37,0.01638067699968815
38,0.01610611565411091
39,0.01583513617515564
40,0.015566070564091206
41,0.01530163548886776
42,0.015043389983475208
43,0.014791760593652725
44,0.014550698921084404
45,0.014325653202831745
46,0.01411847397685051
47,0.013929161243140697
48,0.013757994398474693
49,0.013603058643639088
50,0.01346060074865818
51,0.013327017426490784
52,0.013197895139455795
53,0.013069123029708862
54,0.012939239852130413
55,0.012807894498109818
56,0.012674948200583458
57,0.012540659867227077
58,0.012404191307723522
59,0.01226484589278698
60,0.012123431079089642
61,0.011980097740888596
62,0.011834229342639446
63,0.011685186997056007
64,0.011531909927725792
65,0.01137411966919899
66,0.011211911216378212
67,0.011045482009649277
68,0.010875784792006016
69,0.010703396052122116
70,0.010528822429478168
71,0.010352227836847305
72,0.010173499584197998
73,0.009992829523980618
74,0.009809951297938824
75,0.009624486789107323
76,0.009435486048460007
77,0.009242312982678413
78,0.009044562466442585
79,0.008842254988849163
80,0.008635412901639938
81,0.008424234576523304
82,0.008209062740206718
83,0.007990655489265919
84,0.007769688498228788
85,0.007546715438365936
86,0.007321987301111221
87,0.007095993962138891
88,0.006869389209896326
89,0.006642855703830719
90,0.006417189724743366
91,0.006193053442984819
92,0.005971130449324846
93,0.0057523902505636215
94,0.005537858232855797
95,0.005328533239662647
96,0.005125333089381456
97,0.004928974900394678
98,0.0047402880154550076
99,0.0045600226148962975
100,0.004389298148453236
101,0.004229881800711155
102,0.004090569447726011
103,0.004025147296488285
104,0.004291287623345852
105,0.00522158807143569
106,0.004382132086902857
107,0.003567621810361743
108,0.004427807405591011
109,0.003535566618666053
110,0.0036728810518980026
111,0.003832927905023098
112,0.003169355448335409
113,0.0037422433961182833
114,0.0031504197977483273
115,0.0032969247549772263
116,0.0032628525514155626
117,0.0029311254620552063
118,0.003225411754101515
119,0.002811344573274255
120,0.0030250127892941236
121,0.0028463334310799837
122,0.002766895806416869
123,0.002860481385141611
124,0.002607478527352214
125,0.002757625887170434
126,0.0025725511368364096
127,0.002592295641079545
128,0.002576799364760518
129,0.0024530328810214996
130,0.0025326854083687067
131,0.0023913439363241196
132,0.0024246827233582735
133,0.0023761545307934284
134,0.002315332880243659
135,0.002345033921301365
136,0.002252344274893403
137,0.00227613328024745
138,0.002228550612926483
139,0.002195322187617421
140,0.002202662406489253
141,0.0021409536711871624
142,0.002150885993614793
143,0.0021148475352674723
144,0.0020908238366246223
145,0.002089686691761017
146,0.002048007445409894
147,0.002048845635727048
148,0.0020240985322743654
149,0.0020028590224683285
150,0.0019997062627226114
151,0.0019700571428984404
152,0.0019642391707748175
153,0.001948827994056046
154,0.0019287356408312917
155,0.0019244073191657662
156,0.0019040441839024425
157,0.0018936910200864077
158,0.0018844952573999763
159,0.0018667469266802073
160,0.0018603801727294922
161,0.0018474679673090577
162,0.0018345419084653258
163,0.0018280132208019495
164,0.0018144811037927866
165,0.0018051600782200694
166,0.0017973415087908506
167,0.001785087282769382
168,0.0017775815213099122
169,0.0017689280211925507
170,0.0017583995359018445
171,0.001751577015966177
172,0.001742805354297161
173,0.0017337321769446135
174,0.0017271395772695541
175,0.0017187119228765368
176,0.0017106749583035707
177,0.0017042204272001982
178,0.0016963205998763442
179,0.0016889829421415925
180,0.0016826930223032832
181,0.0016753425588831306
182,0.001668486394919455
183,0.0016623928677290678
184,0.001655546948313713
185,0.0016490408452227712
186,0.001643149764277041
187,0.0016367464559152722
188,0.0016305147437378764
189,0.0016248066676780581
190,0.0016187848523259163
191,0.0016127864364534616
192,0.0016072269063442945
193,0.001601525698788464
194,0.0015957418363541365
195,0.0015902930172160268
196,0.0015848480397835374
197,0.0015792722115293145
198,0.0015739062801003456
199,0.0015686475671827793
200,0.001563272438943386
201,0.0015579801984131336
202,0.001552836736664176
203,0.0015476406551897526
204,0.0015424320008605719
205,0.0015373466303572059
206,0.0015322850085794926
207,0.0015271748416125774
208,0.0015221197390928864
209,0.0015171319246292114
210,0.0015121187316253781
211,0.0015070969238877296
212,0.0015021305298432708
213,0.0014971817145124078
214,0.0014922056579962373
215,0.0014872393803671002
216,0.0014823058154433966
217,0.0014773665461689234
218,0.0014724067877978086
219,0.0014674555277451873
220,0.0014625168405473232
221,0.0014575637178495526
222,0.001452591735869646
223,0.0014476202195510268
224,0.0014426480047404766
225,0.0014376568142324686
226,0.0014326450182124972
227,0.0014276237925514579
228,0.0014225924387574196
229,0.0014175396645441651
230,0.0014124619774520397
231,0.0014073660131543875
232,0.0014022529358044267
233,0.0013971152948215604
234,0.0013919486664235592
235,0.0013867560774087906
236,0.0013815393904224038
237,0.0013762952294200659
238,0.0013710190542042255
239,0.001365710748359561
240,0.0013603712432086468
241,0.0013550004223361611
242,0.001349595026113093
243,0.001344153075478971
244,0.0013386741047725081
245,0.001333159045316279
246,0.0013276063837110996
247,0.001322014257311821
248,0.0013163811527192593
249,0.0013107066042721272
250,0.0013049907283857465
251,0.0012992327101528645
252,0.0012934313854202628
253,0.0012875855900347233
254,0.0012816942762583494
255,0.001275757560506463
256,0.0012697749771177769
257,0.001263745711185038
258,0.0012576691806316376
259,0.0012515441048890352
260,0.0012453706003725529
261,0.0012391484342515469
262,0.001232877024449408
263,0.001226556021720171
264,0.0012201853096485138
265,0.001213763956911862
